"ID","BOVEN_ID","TOP_ID","GUID","INV","CODE","STUK_BESCHRIJVING","BOVENLIGGENDE_BESCHRIJVING","TOEGANG_BESCHRIJVING"
27668814,28466281,1524471,"609C5C2EF98B4642E0534701000A17FD","1364.112","EB","112.  Korte verklaringen van personeelsleden dat zij lid zijn van of sympathiserend met de NSB (Nationaal-Socialistische Beweging), 1942, z.j.","2.2.6. Lidmaatschappen, sociale zorg, opleiding","1364   Gemeentelijke voorzieningsdienst te Utrecht   "
1289484,1289475,1181012,"609C5B9F83A64642E0534701000A17FD","1007-3.25507","EB","25507.  Stukken betreffende het werkverschaffingsproject van de aanleg van schuilloopgraven, 1938-1942.","1.12.3.2. Objecten van aanvullende werkgelegenheid","1007-3   Gemeentebestuur van Utrecht 1813-1969, deel 3: stukken over afzonderlijke onderwerpen met classificatienummers   "
1282586,1282582,1181012,"609C5B9F188F4642E0534701000A17FD","1007-3.19820","EB","19820.  Stukken betreffende het verbod op het in het openbaar vertonen van voorwerpen die op gezindheid met het Koninklijk Huis duiden, 1940-1941.","1.5.4.4. Ordeverstoring","1007-3   Gemeentebestuur van Utrecht 1813-1969, deel 3: stukken over afzonderlijke onderwerpen met classificatienummers   "
1282587,1282582,1181012,"609C5B9F18904642E0534701000A17FD","1007-3.19821","EB","19821.  Stukken betreffende het nemen van ordemaatregelen bij het marcheren van de WA en de NSB en rapporten over ongeregeldheden in de stad, opgemaakt door de politie, 1940-1941.","1.5.4.4. Ordeverstoring","1007-3   Gemeentebestuur van Utrecht 1813-1969, deel 3: stukken over afzonderlijke onderwerpen met classificatienummers   "
1282588,1282582,1181012,"609C5B9F18914642E0534701000A17FD","1007-3.19822","EB","19822.  Stukken betreffende het verlenen van toestemming om in het openbaar vlaggen uit te hangen, 1940, 1942.","1.5.4.4. Ordeverstoring","1007-3   Gemeentebestuur van Utrecht 1813-1969, deel 3: stukken over afzonderlijke onderwerpen met classificatienummers   "
1282589,1282582,1181012,"609C5B9F18924642E0534701000A17FD","1007-3.19823","EB","19823.  Stukken betreffende het verlenen van toestemming voor het houden van bijeenkomsten, 1940-1946.","1.5.4.4. Ordeverstoring","1007-3   Gemeentebestuur van Utrecht 1813-1969, deel 3: stukken over afzonderlijke onderwerpen met classificatienummers   "
1289256,1289249,1181012,"609C5B9F42084642E0534701000A17FD","1007-3.25318","EB","25318.  Stukken betreffende toepassing van de Prijsopdrijvings- en hamsterwet 1939, 1939-1946","1.11.3.11. Gebruiken en misbruiken in de handel","1007-3   Gemeentebestuur van Utrecht 1813-1969, deel 3: stukken over afzonderlijke onderwerpen met classificatienummers   "
1289257,1289249,1181012,"609C5B9F42094642E0534701000A17FD","1007-3.25319","EB","25319.  Stukken betreffende het verbod op samenscholing op het Vredenburg, 1945.","1.11.3.11. Gebruiken en misbruiken in de handel","1007-3   Gemeentebestuur van Utrecht 1813-1969, deel 3: stukken over afzonderlijke onderwerpen met classificatienummers   "
1289258,1289249,1181012,"609C5B9F420A4642E0534701000A17FD","1007-3.25320","EB","25320.  Stukken betreffende vaststelling en toepassing van de verordening op het beteugelen van de ruilhandel, 1945-1946.","1.11.3.11. Gebruiken en misbruiken in de handel","1007-3   Gemeentebestuur van Utrecht 1813-1969, deel 3: stukken over afzonderlijke onderwerpen met classificatienummers   "
1286356,1286351,1181012,"609C5B9F55734642E0534701000A17FD","1007-3.22944","EB","22944.  Stukken betreffende de registratie van de te evacueren burgerbevolking, 1939-1940.","1.8.2.3. Verplaatsing en spreiding","1007-3   Gemeentebestuur van Utrecht 1813-1969, deel 3: stukken over afzonderlijke onderwerpen met classificatienummers   "
