'1136.273',
'1136.470',
'1136.471',
'1136.472',
'1136.473',
'1136.474',
'1136.475',
'1136.476',
'1136.477',
'1136.478',
'1136.479',
'1136.480',
'1136.481',
'1136.482',
'1136.483',
'1136.484',
'1136.485',
'1136.486',
'1136.487',
'1136.488',
'1136.489',
'1136.490',
'1136.491',
'1136.492',
'1136.493',
'1136.494',
'1136.495',
'1136.496',
'1136.497',
'1136.498',
'1136.499',
'1136.500',
'1136.501',
'1136.502',
'1136.503',
'1136.504',
'1136.505',
'1136.506',
'1136.507',
'1136.508',
'1136.509',
'1136.510',
'1136.511',
'1136.512',
'1136.513',
'1136.514',
'1136.515',
'1136.516',
'1136.517',
'1136.518',
'1136.519',
'1136.520',
'1136.521',
'1136.522',
'1141.453',
'1141.470',
'1182.135',
'1182.136',
'1182.137',
'1182.138',
'1182.139',
'1202.55',
'1202.97',
'1202.102',
'1202.213',
'1202.215',
'1202.216',
'1202.217',
'1202.218',
'1202.219',
'1202.220',
'1202.221',
'1202.222',
'1202.229',
'1202.235',
'1202.236',
'1202.237',
'1202.243',
'1202.264',
'1202.265',
'1202.272',
'1202.283',
'1202.390',
'1202.391',
'1202.392',
'1202.521',
'1202.556',
'1202.567',
'1202.578',
'1202.584',
'1202.596',
'1202.603',
'1202.604',
'1202.605',
'1202.608',
'1202.609',
'1202.610',
'1202.623',
'1202.624',
'1202.652',
'1202.653',
'1202.654',
'1202.655',
'1202.656',
'1202.657',
'1202.658',
'1202.659',
'1202.660',
'1202.661',
'1202.662',
'1202.663',
'1202.676',
'1202.682',
'1202.688',
'1202.689',
'1202.690',
'1202.692',
'1202.693',
'1202.694',
'1202.697',
'1202.698',
'1202.699',
'1202.700',
'1202.701',
'1202.702',
'1202.703',
'1202.706',
'1202.707',
'1202.708',
'1202.709',
'1202.710',
'1202.711',
'1202.712',
'1202.713',
'1202.714',
'1202.715',
'1202.716',
'1202.717',
'1202.718',
'1202.719',
'1202.729',
'1202.721',
'1202.722',
'1202.723',
'1202.725',
'1202.728',
'1202.732',
'1202.809',
'1202.810',
'1202.811',
'1202.812',
'1202.813',
'1202.814',
'1202.815',
'1202.816',
'1202.817',
'1202.818',
'1203.214',
'1203.6426',
'1203.6427',
'1203.6428',
'1203.6429',
'1203.6430',
'1203.6431',
'1203.6432',
'1203.6433',
'1203.6434',
'1203.6435',
'1203.6436',
'1203.6437',
'1203.6438',
'1203.6439',
'1203.6440',
'1203.6441',
'1203.6442',
'1203.6443',
'1222.125',
'1229.918',
'1229.1070',
'1234.1954',
'1234.1955',
'1234.1956',
'1234.1957',
'1234.1958',
'1234.1959',
'1364.112',
'1422.397',
'1436.38',
'1603.592',
'1603.593',
'1603.595',
'1603.1167',
'1629.1142',
'1629.1158',
'1629.1160',
'1629.1166',
'1007-3.12745',
'1007-3.12891',
'1007-3.12892',
'1007-3.12893',
'1007-3.12894',
'1007-3.12895',
'1007-3.12896',
'1007-3.12897',
'1007-3.12898',
'1007-3.12899',
'1007-3.12946',
'1007-3.14533',
'1007-3.14534',
'1007-3.14577',
'1007-3.14853',
'1007-3.14927',
'1007-3.14958',
'1007-3.14959',
'1007-3.14960',
'1007-3.14961',
'1007-3.14962',
'1007-3.14963',
'1007-3.14964',
'1007-3.14965',
'1007-3.14966',
'1007-3.14969',
'1007-3.15101',
'1007-3.15952',
'1007-3.15980',
'1007-3.15983',
'1007-3.16206',
'1007-3.16227',
'1007-3.16242',
'1007-3.16265',
'1007-3.16333',
'1007-3.16345',
'1007-3.16346',
'1007-3.16347',
'1007-3.16348',
'1007-3.16349',
'1007-3.16358',
'1007-3.16365',
'1007-3.16366',
'1007-3.16367',
'1007-3.16368',
'1007-3.16369',
'1007-3.16370',
'1007-3.16392',
'1007-3.16393',
'1007-3.16398',
'1007-3.16871',
'1007-3.16897',
'1007-3.16898',
'1007-3.16899',
'1007-3.16900',
'1007-3.16901',
'1007-3.16902',
'1007-3.16903',
'1007-3.16904',
'1007-3.16905',
'1007-3.16906',
'1007-3.16907',
'1007-3.16908',
'1007-3.16909',
'1007-3.16910',
'1007-3.16911',
'1007-3.16912',
'1007-3.16913',
'1007-3.16914',
'1007-3.16915',
'1007-3.16916',
'1007-3.16917',
'1007-3.16918',
'1007-3.16919',
'1007-3.16944',
'1007-3.16945',
'1007-3.16946',
'1007-3.16947',
'1007-3.16948',
'1007-3.16955',
'1007-3.17036',
'1007-3.17060',
'1007-3.17112',
'1007-3.17151',
'1007-3.17152',
'1007-3.17153',
'1007-3.17154',
'1007-3.17420',
'1007-3.17619',
'1007-3.17670',
'1007-3.17770',
'1007-3.17865',
'1007-3.17972',
'1007-3.17973',
'1007-3.17975',
'1007-3.18084',
'1007-3.18095',
'1007-3.18129',
'1007-3.18236',
'1007-3.18265',
'1007-3.18266',
'1007-3.18292',
'1007-3.18293',
'1007-3.18299',
'1007-3.18336',
'1007-3.18372',
'1007-3.18373',
'1007-3.18374',
'1007-3.18381',
'1007-3.18446',
'1007-3.18447',
'1007-3.18469',
'1007-3.18470',
'1007-3.18471',
'1007-3.18502',
'1007-3.18511',
'1007-3.18550',
'1007-3.18575',
'1007-3.18576',
'1007-3.18577',
'1007-3.18585',
'1007-3.18592',
'1007-3.18593',
'1007-3.18594',
'1007-3.18596',
'1007-3.18600',
'1007-3.18601',
'1007-3.18602',
'1007-3.18649',
'1007-3.18655',
'1007-3.18657',
'1007-3.18658',
'1007-3.18659',
'1007-3.18660',
'1007-3.18661',
'1007-3.18662',
'1007-3.18663',
'1007-3.18664',
'1007-3.18665',
'1007-3.18666',
'1007-3.18667',
'1007-3.18668',
'1007-3.18669',
'1007-3.18670',
'1007-3.18671',
'1007-3.18672',
'1007-3.18673',
'1007-3.18674',
'1007-3.18675',
'1007-3.18676',
'1007-3.18794',
'1007-3.18800',
'1007-3.18803',
'1007-3.18815',
'1007-3.18833',
'1007-3.18834',
'1007-3.18842',
'1007-3.18843',
'1007-3.18844',
'1007-3.18845',
'1007-3.18846',
'1007-3.18847',
'1007-3.18848',
'1007-3.18849',
'1007-3.18850',
'1007-3.18851',
'1007-3.18852',
'1007-3.18853',
'1007-3.18854',
'1007-3.18855',
'1007-3.18856',
'1007-3.18858',
'1007-3.18859',
'1007-3.18860',
'1007-3.18861',
'1007-3.18862',
'1007-3.18863',
'1007-3.18864',
'1007-3.18865',
'1007-3.18866',
'1007-3.18867',
'1007-3.18868',
'1007-3.18869',
'1007-3.18870',
'1007-3.18871',
'1007-3.18872',
'1007-3.18873',
'1007-3.18874',
'1007-3.18875',
'1007-3.18876',
'1007-3.18877',
'1007-3.18878',
'1007-3.18879',
'1007-3.18880',
'1007-3.18881',
'1007-3.18882',
'1007-3.18883',
'1007-3.18884',
'1007-3.18885',
'1007-3.18886',
'1007-3.18887',
'1007-3.18888',
'1007-3.18889',
'1007-3.18890',
'1007-3.18891',
'1007-3.18892',
'1007-3.18893',
'1007-3.18894',
'1007-3.18895',
'1007-3.18896',
'1007-3.18897',
'1007-3.18898',
'1007-3.18899',
'1007-3.18900',
'1007-3.18901',
'1007-3.18902',
'1007-3.18903',
'1007-3.18904',
'1007-3.18905',
'1007-3.18906',
'1007-3.18907',
'1007-3.18908',
'1007-3.18909',
'1007-3.18910',
'1007-3.18911',
'1007-3.18912',
'1007-3.18913',
'1007-3.18914',
'1007-3.18915',
'1007-3.18916',
'1007-3.18917',
'1007-3.18918',
'1007-3.18919',
'1007-3.18931',
'1007-3.18932',
'1007-3.18933',
'1007-3.18934',
'1007-3.18935',
'1007-3.18936',
'1007-3.18937',
'1007-3.18938',
'1007-3.18939',
'1007-3.18940',
'1007-3.18941',
'1007-3.18950',
'1007-3.18979',
'1007-3.18980',
'1007-3.18990',
'1007-3.19035',
'1007-3.19036',
'1007-3.19037',
'1007-3.19038',
'1007-3.19051',
'1007-3.19072',
'1007-3.19084',
'1007-3.19085',
'1007-3.19086',
'1007-3.19117',
'1007-3.19123',
'1007-3.19130',
'1007-3.19131',
'1007-3.19132',
'1007-3.19133',
'1007-3.19326',
'1007-3.19327',
'1007-3.19328',
'1007-3.19329',
'1007-3.19330',
'1007-3.19331',
'1007-3.19332',
'1007-3.19333',
'1007-3.19334',
'1007-3.19335',
'1007-3.19336',
'1007-3.19337',
'1007-3.19338',
'1007-3.19339',
'1007-3.19340',
'1007-3.19341',
'1007-3.19342',
'1007-3.19343',
'1007-3.19344',
'1007-3.19345',
'1007-3.19346',
'1007-3.19347',
'1007-3.19348',
'1007-3.19349',
'1007-3.19350',
'1007-3.19351',
'1007-3.19352',
'1007-3.19353',
'1007-3.19354',
'1007-3.19355',
'1007-3.19356',
'1007-3.19382',
'1007-3.19401',
'1007-3.19404',
'1007-3.19405',
'1007-3.19406',
'1007-3.19413',
'1007-3.19415',
'1007-3.19420',
'1007-3.19426',
'1007-3.19433',
'1007-3.19439',
'1007-3.19820',
'1007-3.19821',
'1007-3.19822',
'1007-3.19823',
'1007-3.19875',
'1007-3.19878',
'1007-3.19883',
'1007-3.19884',
'1007-3.19885',
'1007-3.19886',
'1007-3.19887',
'1007-3.19888',
'1007-3.19889',
'1007-3.19890',
'1007-3.19891',
'1007-3.19895',
'1007-3.20000',
'1007-3.20001',
'1007-3.20002',
'1007-3.20004',
'1007-3.20005',
'1007-3.20014',
'1007-3.20015',
'1007-3.20064',
'1007-3.20078',
'1007-3.20090',
'1007-3.20108',
'1007-3.20149',
'1007-3.20259',
'1007-3.20260',
'1007-3.20261',
'1007-3.20263',
'1007-3.20264',
'1007-3.20265',
'1007-3.20266',
'1007-3.20281',
'1007-3.20386',
'1007-3.20423',
'1007-3.21137',
'1007-3.21148',
'1007-3.21149',
'1007-3.21150',
'1007-3.21151',
'1007-3.21152',
'1007-3.21153',
'1007-3.21154',
'1007-3.21155',
'1007-3.21156',
'1007-3.21157',
'1007-3.21158',
'1007-3.21159',
'1007-3.21160',
'1007-3.21161',
'1007-3.21162',
'1007-3.21163',
'1007-3.21164',
'1007-3.21165',
'1007-3.21166',
'1007-3.21167',
'1007-3.21168',
'1007-3.21169',
'1007-3.21170',
'1007-3.21171',
'1007-3.21172',
'1007-3.21173',
'1007-3.21174',
'1007-3.21175',
'1007-3.21176',
'1007-3.21177',
'1007-3.21199',
'1007-3.21249',
'1007-3.22792',
'1007-3.22799',
'1007-3.22800',
'1007-3.22801',
'1007-3.22802',
'1007-3.22812',
'1007-3.22849',
'1007-3.22861',
'1007-3.22862',
'1007-3.22863',
'1007-3.22864',
'1007-3.22865',
'1007-3.22866',
'1007-3.22867',
'1007-3.22868',
'1007-3.22869',
'1007-3.22870',
'1007-3.22871',
'1007-3.22872',
'1007-3.22873',
'1007-3.22874',
'1007-3.22875',
'1007-3.22876',
'1007-3.22877',
'1007-3.22878',
'1007-3.22879',
'1007-3.22880',
'1007-3.22881',
'1007-3.22882',
'1007-3.22883',
'1007-3.22884',
'1007-3.22885',
'1007-3.22886',
'1007-3.22887',
'1007-3.22888',
'1007-3.22889',
'1007-3.22890',
'1007-3.22891',
'1007-3.22892',
'1007-3.22893',
'1007-3.22894',
'1007-3.22895',
'1007-3.22896',
'1007-3.22897',
'1007-3.22898',
'1007-3.22899',
'1007-3.22900',
'1007-3.22901',
'1007-3.22902',
'1007-3.22926',
'1007-3.22927',
'1007-3.22935',
'1007-3.22936',
'1007-3.22937',
'1007-3.22938',
'1007-3.22939',
'1007-3.22940',
'1007-3.22941',
'1007-3.22942',
'1007-3.22943',
'1007-3.22944',
'1007-3.22945',
'1007-3.22946',
'1007-3.22947',
'1007-3.22948',
'1007-3.22949',
'1007-3.22950',
'1007-3.22951',
'1007-3.22952',
'1007-3.22953',
'1007-3.22954',
'1007-3.22955',
'1007-3.22956',
'1007-3.22957',
'1007-3.22958',
'1007-3.22959',
'1007-3.22960',
'1007-3.22961',
'1007-3.22962',
'1007-3.22963',
'1007-3.22964',
'1007-3.22965',
'1007-3.22966',
'1007-3.22967',
'1007-3.22968',
'1007-3.22969',
'1007-3.22970',
'1007-3.22971',
'1007-3.22972',
'1007-3.22973',
'1007-3.22974',
'1007-3.22975',
'1007-3.22985',
'1007-3.22986',
'1007-3.22987',
'1007-3.22988',
'1007-3.22989',
'1007-3.22990',
'1007-3.23001',
'1007-3.23007',
'1007-3.24055',
'1007-3.24058',
'1007-3.24116',
'1007-3.24117',
'1007-3.24268',
'1007-3.24287',
'1007-3.24328',
'1007-3.24662',
'1007-3.24691',
'1007-3.24704',
'1007-3.24705',
'1007-3.24706',
'1007-3.24718',
'1007-3.24719',
'1007-3.24723',
'1007-3.24724',
'1007-3.24755',
'1007-3.24756',
'1007-3.24757',
'1007-3.24758',
'1007-3.24872',
'1007-3.24879',
'1007-3.24929',
'1007-3.25004',
'1007-3.25005',
'1007-3.25032',
'1007-3.25037',
'1007-3.25156',
'1007-3.25157',
'1007-3.25318',
'1007-3.25319',
'1007-3.25320',
'1007-3.25330',
'1007-3.25339',
'1007-3.25340',
'1007-3.25341',
'1007-3.25342',
'1007-3.25343',
'1007-3.25345',
'1007-3.25346',
'1007-3.25347',
'1007-3.25348',
'1007-3.25349',
'1007-3.25350',
'1007-3.25351',
'1007-3.25352',
'1007-3.25353',
'1007-3.25354',
'1007-3.25355',
'1007-3.25356',
'1007-3.25363',
'1007-3.25364',
'1007-3.25365',
'1007-3.25366',
'1007-3.25367',
'1007-3.25423',
'1007-3.25424',
'1007-3.25425',
'1007-3.25426',
'1007-3.25461',
'1007-3.25462',
'1007-3.25463',
'1007-3.25464',
'1007-3.25465',
'1007-3.25466',
'1007-3.25467',
'1007-3.25468',
'1007-3.25469',
'1007-3.25470',
'1007-3.25471',
'1007-3.25472',
'1007-3.25473',
'1007-3.25474',
'1007-3.25475',
'1007-3.25476',
'1007-3.25507',
'1007-3.25511',
'1007-3.25512',
'1007-3.25513',
'1007-3.25548',
'1007-3.25556',
'1007-3.25565',
'1007-3.25574',
'1007-3.25575',
'1007-3.25576',
'1007-3.25577',
'1007-3.25578',
'1007-3.25579',
'1007-3.25580',
'1007-3.25581',
'1007-3.25601',
'1007-3.25608',
'1007-3.25609',
'1007-3.25737',
'1007-3.25739',
'1007-3.25752',
'1007-3.25781',
'1007-3.25782',
'1007-3.25783',
'1007-3.25815',
'1007-3.25831',
'1007-3.25851',
'1007-3.25852',
'1007-3.25853',
'1007-3.25873',
'1007-3.25880',
'1007-3.25884',
'1007-3.25885',
'1007-3.25886',
'1007-3.25887',
'1007-3.25888',
'1007-3.25889',
'1007-3.25890',
'1007-3.25891',
'1007-3.25892',
'1007-3.25893',
'1007-3.25894',
'1007-3.25895',
'1007-3.25896',
'1007-3.25897',
'1007-3.25898',
'1007-3.25899',
'1007-3.25976',
'1007-3.26062',
'1007-3.26081',
'1007-3.26127',
'1007-3.26145',
'1007-3.26156',
'1007-3.26164',
'1007-3.26165',
'1007-3.26166',
'1007-3.26172'
